PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE
N201610271282,47,0,0,0,1138 SUTTER ST,0669008,BP FILED,2016-10-27
N200710155355,2,1,0,0,1196 HAMPSHIRE ST,4210013,CONSTRUCTION,2013-07-03
N201009080449,4,4,0,0,136 PIXLEY ST,0516028A,CONSTRUCTION,2013-01-29
N201512175343,2,1,0,0,1514 25TH AV,1870023,BP ISSUED,2016-09-29
N201601126880,13,13,0,0,15 - 23 GRACE ST,3509024,BP REINSTATED,2016-01-19
N201509086337,2,1,0,0,1531 44TH AV,1890005,CONSTRUCTION,2016-12-02
N201109215213,2,1,0,0,1115 POTRERO AV,4212011,BP APPROVED,2012-03-05
N201604205221,2,1,0,0,1255 BAY ST,0473017,BP FILED,2016-04-20
N201304295719,2,1,0,0,1259 21ST AV,1729012,CONSTRUCTION,2016-02-17
N200809252660,69,69,9,9,1450 FRANKLIN ST,0671006,CONSTRUCTION,2016-12-30
N201312305292,1,1,0,0,1551 SHOTWELL ST,5545017,BP FILED,2013-12-30
N201506199431,3,1,0,0,1555 FRANCISCO ST,0482030,CONSTRUCTION,2016-07-13
N200810315629,1,1,0,0,160 SAN MARCOS AV,2861011,CONSTRUCTION,2014-01-23
N201510169944,2,2,0,0,1631 OAKDALE AV,5322032,BP FILED,2015-10-16
N200412171712,27,27,0,0,1601 LARKIN ST,0620006,CONSTRUCTION,2016-09-20
N200902041380,3,1,0,0,161 SAN CARLOS ST,3589026,BP ISSUED,2009-11-23
N201310159297,2,1,0,0,1756 REVERE AV,5338018,CONSTRUCTION,2015-06-01
N201307151824,1,1,0,0,1762 12TH AV,2038A018,CONSTRUCTION,2016-08-18
N201310119178,7,7,0,0,1823 TURK ST (RESIDENTIAL),1153020,CONSTRUCTION,2016-08-16
N201205039740,2,1,0,0,188 BROAD ST,7107023,CONSTRUCTION,2013-07-01
N201606018809,28,0,0,0,1910 MISSION ST,3554002,BP FILED,2016-06-01
N201509237900,2,1,0,0,2 VESTA ST,5403001,CONSTRUCTION,2016-11-21
N201412314814,2,1,0,0,200 BRIGHT ST,7091025,BP ISSUED,2015-08-13
N201010253666,3,3,0,0,2034 CLEMENT ST,1412019,CONSTRUCTION,2014-04-10
N201610079760,2,0,0,0,2098 MISSION ST,3569016A,BP FILED,2016-10-07
N201311222660,77,77,0,0,2101 & 2155 WEBSTER ST,0629037,CONSTRUCTION,2016-11-15
N201210091512,2,1,0,0,2207 25TH ST,4282A023,CONSTRUCTION,2013-03-12
N200806164548,76,37,0,0,226 06TH ST,3731003,CONSTRUCTION,2014-10-20
N201606018866,2,1,0,0,231 GENNESSEE ST,3123004,BP ISSUED,2016-11-03
N201401247066,22,22,0,0,233 - 237 SHIPLEY ST,3753096,CONSTRUCTION,2016-07-13
N201212045418,4,2,0,0,2881 MISSION ST,6517022,CONSTRUCTION,2016-11-23
N201209270766,10,10,1,1,2895 SAN BRUNO AV,5457037,BP ISSUED,2013-08-19
N200711077585,1,1,0,0,262 MADISON ST,5943050,CONSTRUCTION,2014-01-08
N201511021415,2,1,0,0,60 NORTON ST,3148014A,CONSTRUCTION,2016-12-29
N201404173481,1,1,0,0,60 SANTA BARBARA AV,7173011,CONSTRUCTION,2016-11-18
N201405226523,1,1,0,0,2495 HARRISON ST,4084018,CONSTRUCTION,2016-10-04
N201512316262,2,1,0,0,270 TRUMBULL ST,5871036,BP ISSUED,2016-06-14
N201609228497,3,1,0,0,253 11TH AV,1422011A,BP FILED,2016-09-22
N201402259241,2,1,0,0,259 ROOSEVELT WY,2614048,BP ISSUED,2016-07-12
N201307161993,2,1,0,0,261 10TH AV,1423015,BP ISSUED,2014-07-15
N201510089247,2,1,0,0,263 ARCH ST,7086006,BP APPROVED,2016-12-16
N200711077587,80,77,0,0,268 MADISON ST,5943008,CONSTRUCTION,2014-01-08
N201412163794,2,2,0,0,2774 SAN BRUNO AV,6048010,BP FILED,2014-12-16
N201607283597,1,0,0,0,3015 SAN BRUNO AV,5467016,BP FILED,2016-07-28
N201009271661,2,2,0,0,3020 LAGUNA ST,0519029,CONSTRUCTION,2013-02-27
N201106238762,2,1,0,0,322 29TH AV,1405045,CONSTRUCTION,2013-05-10
N201312194587,12,4,0,0,35 - 41 LAFAYETTE ST,3511066,CONSTRUCTION,2016-06-03
N201202174465,3,1,0,0,35 LEXINGTON ST,3576039,CONSTRUCTION,2016-11-17
N201307303137,416,416,62,62,350 08TH ST,3756003,CONSTRUCTION,2016-11-03
N200712120285,4,3,0,0,353 SAN JOSE AV,6531022,CONSTRUCTION,2016-12-29
N201504173948,11,2,0,0,355 LAGUNA ST,0840001,CONSTRUCTION,2016-12-23
