PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN
N200505273609,1,1,0,0,346 22ND AV,1453033
N201301319232,160,160,10,10,1321 Mission Street,3509043
N201306280783,132,132,0,0,144 KING ST,3794024
N201410017815,155,17,0,0,33 POWELL ST,330004
N200609152421,2,1,0,0,440 29TH ST,6620014
N201302210648,3,3,0,0,39 SAN CARLOS ST,3576018
N201211154328,2,1,0,0,383 FAIR OAKS ST,6512016
N200712201032,2,1,0,0,168 CLIPPER ST,6549021
N201308235140,1,1,0,0,1411 HUDSON AV,5258027
N200412161565,1,1,0,0,834 44TH AV,1686033
N200805192371,2,1,0,0,4035 18TH ST,3583082
N201308235141,1,1,0,0,1415 HUDSON AV,5258026
N201408214409,2,1,0,0,352 WALLER ST,859013
N201303202580,1,1,0,0,2 FLOOD AV,6774012
N201010072487,1,1,0,0,524 VIENNA ST,6090004
N_CUSTOM_JAMESTOWN,132,14,0,0,833-881 Jamestown,4991277
